Dataset,Model_Label,Model_Family,Selection_Mode,Rank_in_saved_results,Model_Features,Saved_R2_val_log,Saved_R2_cv_mean_log,Saved_R2_val_d,Saved_RMSE_val_d,Saved_R2_test_log,Saved_RMSE_test_log,Saved_R2_test_d,Saved_RMSE_test_d,Saved_Selection_Score,N_rows,N_e_converged,N_c_lt_e,N_converged_and_c_lt_e,Pct_converged_and_c_lt_e,RMSE_d_pred_vs_d_csds,R2_d_pred_vs_d_csds,N_d_metric_rows,RMSE_e_pred_vs_e_csds,R2_e_pred_vs_e_csds,N_e_metric_rows,Mean_e_pred,Median_e_pred,Mean_residual_eq_515_abs,Mean_residual_eq_518_abs,Detailed_Output_File
LOW_1,LOW_1_exp_d_rank_3,exponential,d,3,u_r_div_tau_p + tau_peak_MPa_csds + tau_p_div_u_r + u_p_div_u_r + u_r_x_u_p + u_p_div_tau_p,0.9179460918014368,0.8415435544305637,0.9357671372046608,0.8056584393292149,0.8614755414577601,0.702361693547039,-0.8934311233655878,7.2906259038343055,1.2895279314043273,163,157,157,157,96.31901840490798,24.654264567528934,-8.578302287757335,163,5.461986499848024,0.8132131861160584,157,8.586695876077428,2.8290486634730567,7.190562370582321e-12,0.2034008809551838,/Users/hariderarako/Desktop/python/results/methodologie_1/e_from_all_retained_d_models/low/LOW_1_exp_d_rank_3_e_predictions.csv
LOW_1,LOW_1_exp_d_rank_4,exponential,d,4,u_p_div_tau_p + tau_p_div_u_r + u_r_x_u_p + sigma_n_div_u_p + u_p_div_u_r + u_r_div_tau_r,0.9304956840996454,0.8203173319839235,0.9394097557860924,0.7824807694113322,0.8913466313994327,0.6220412485217571,-1.2815039161986357,8.002960397729524,1.2811669789954034,163,152,152,152,93.25153374233129,18.58944124858649,-4.445491784840709,163,5.391817588002422,0.82168259288515,152,8.41312987484591,2.9943903077718304,4.684837313406158e-12,0.18799393879775358,/Users/hariderarako/Desktop/python/results/methodologie_1/e_from_all_retained_d_models/low/LOW_1_exp_d_rank_4_e_predictions.csv
LOW_1,LOW_1_exp_d_rank_5,exponential,d,5,delta_peak_mm + u_r_div_tau_r + u_p_div_u_r + u_p_div_tau_p + sigma_n_x_u_r + tau_p_div_u_r,0.9264147804068996,0.8254433561286136,0.9331340033924216,0.8220059903004905,0.8678891536121714,0.6859095097827209,-1.7024129170433029,8.709955026797587,1.276444567294226,163,153,153,153,93.86503067484662,10.585560960770495,-0.765762095732945,163,5.658093140957362,0.803082882566079,153,8.577688293502327,2.9055916096611534,3.81243765678219e-12,0.19829066080903401,/Users/hariderarako/Desktop/python/results/methodologie_1/e_from_all_retained_d_models/low/LOW_1_exp_d_rank_5_e_predictions.csv
LOW_1,LOW_1_poly_rank_1,polynomial,log,1,tau_r_div_tau_p + tau_peak_MPa_csds + u_p_div_u_r + delta_peak_mm + u_r_div_tau_r,0.9884044282741145,0.9551266476878038,0.9854779680371334,0.3830769452669314,0.9799366617472156,0.2673001387838811,0.888174501930519,1.771782790897649,1.4143426650728073,163,161,161,161,98.77300613496932,1.0212629521973413,0.9835646260511688,163,2.9406232620961066,0.9435180697765949,161,7.84669670244333,3.1087601652275785,6.6475189742021885e-12,0.07311016695026103,/Users/hariderarako/Desktop/python/results/methodologie_1/e_from_all_retained_d_models/low/LOW_1_poly_rank_1_e_predictions.csv
LOW_1,LOW_1_poly_rank_2,polynomial,log,2,u_p_div_u_r + tau_r_div_tau_p + delta_peak_mm + u_p_div_tau_r + tau_peak_MPa_csds,0.989814318468699,0.9519482693873929,0.9833017218379372,0.410778937374716,0.9805155370862562,0.2634157910819466,0.825130756467557,2.215627639227017,1.4116975476523068,163,160,160,160,98.15950920245399,0.9437939741789307,0.9859634998317568,163,3.2095925436929535,0.9330895385885658,160,7.865911311745544,3.079230992784854,7.1679814861447255e-12,0.07350083261784261,/Users/hariderarako/Desktop/python/results/methodologie_1/e_from_all_retained_d_models/low/LOW_1_poly_rank_2_e_predictions.csv
LOW_1,LOW_1_poly_rank_3,polynomial,log,3,u_r_div_tau_r + tau_r_div_tau_p + u_p_div_u_r + sigma_n_div_tau_r + tau_peak_MPa_csds,0.9814132205186482,0.9633248813492352,0.989044579002186,0.3327260905277472,0.9813045130130577,0.2580274900626682,0.948988377342475,1.1966706176853406,1.4110320321851284,163,159,159,159,97.54601226993866,1.221473128922733,0.9764889367597988,163,3.012066370683202,0.9424639946091592,159,8.09986028303789,3.4059612270748234,4.392405377223915e-12,0.06745190503596545,/Users/hariderarako/Desktop/python/results/methodologie_1/e_from_all_retained_d_models/low/LOW_1_poly_rank_3_e_predictions.csv
LOW_1,LOW_1_poly_rank_4,polynomial,log,4,tau_r_div_tau_p + tau_peak_MPa_csds + u_r_div_tau_r + tau_r_div_sigma_n + u_p_div_u_r,0.9820136098778998,0.9590831133401988,0.9825673301698312,0.4197147906057917,0.985647058476314,0.2260830713369368,0.93851221213848,1.3138158378270528,1.4089162655326246,163,162,162,162,99.38650306748467,1.1067703260902364,0.9806972383469086,163,3.508399688942523,0.9208210955369681,162,8.023220443403003,3.302554333526819,4.882585419650633e-12,0.0656217462325909,/Users/hariderarako/Desktop/python/results/methodologie_1/e_from_all_retained_d_models/low/LOW_1_poly_rank_4_e_predictions.csv
LOW_1,LOW_1_poly_rank_5,polynomial,log,5,tau_peak_MPa_csds + tau_r_div_sigma_n + tau_r_div_tau_p + u_p_div_tau_r + u_p_div_u_r,0.9816115502870204,0.9561387289222524,0.980749342002776,0.4410573976675448,0.9877621348886932,0.2087615043221332,0.9630719219454488,1.0181655796323963,1.4066926147770067,163,161,161,161,98.77300613496932,1.4717129169465908,0.9658688722712219,163,3.876541783359663,0.9038662503950674,161,8.08665536496063,3.275519874833941,5.425229623723658e-12,0.06552886787282575,/Users/hariderarako/Desktop/python/results/methodologie_1/e_from_all_retained_d_models/low/LOW_1_poly_rank_5_e_predictions.csv
LOW_2,LOW_2_exp_log_rank_1,exponential,log,1,u_p_div_tau_p + tau_p_div_u_p + u_p_x_tau_p + tau_r_MPa + tau_r_div_tau_p + u_p_div_u_r,0.7676504502977695,0.8004081243565885,0.6603047668881397,7.465099055768818,0.915936401188534,0.2663421198462288,0.9180204765176112,9.984390561075529,1.0971594517873002,69,69,69,69,100.0,8.965637256301186,0.8595856969959115,69,1.6838070423305938,0.8461013084470064,69,6.613540519169904,6.223892997224543,5.002204769562343e-12,0.20575334684896493,/Users/hariderarako/Desktop/python/results/methodologie_1/e_from_all_retained_d_models/low/LOW_2_exp_log_rank_1_e_predictions.csv
LOW_2,LOW_2_exp_log_rank_2,exponential,log,2,tau_r_MPa + u_p_div_u_r + tau_r_div_u_p + u_p_x_tau_p + tau_r_div_tau_p,0.7537015687677713,0.7952637592558315,0.6681333965655039,7.37857717045969,0.9514673819898508,0.2023730711271117,0.904721014425761,10.763844833444862,1.091517790246567,69,69,69,69,100.0,8.817797000056558,0.8641782836731968,69,1.1822194284356842,0.9241341254165534,69,6.532691450095364,6.275914312142395,6.726239533144099e-12,0.21143934059443723,/Users/hariderarako/Desktop/python/results/methodologie_1/e_from_all_retained_d_models/low/LOW_2_exp_log_rank_2_e_predictions.csv
LOW_2,LOW_2_exp_log_rank_3,exponential,log,3,u_r_x_tau_r + u_r_div_u_p + u_p_x_tau_p + u_p_div_u_r + tau_r_MPa + tau_r_div_tau_p,0.7690926495515518,0.7795624435203017,0.659340175232167,7.475690413862934,0.9510251705919248,0.2032929550318073,0.9292944852170504,9.2724715721933,1.089837278206678,69,69,69,69,100.0,8.201826715245485,0.8824912516990149,69,1.0030183531484624,0.9453905196545421,69,6.499382551754056,6.102117632889735,8.180725018497878e-12,0.20710347051499678,/Users/hariderarako/Desktop/python/results/methodologie_1/e_from_all_retained_d_models/low/LOW_2_exp_log_rank_3_e_predictions.csv
LOW_2,LOW_2_exp_log_rank_4,exponential,log,4,delta_peak_mm + tau_r_MPa + tau_p_div_u_p + u_p_x_tau_p + u_p_div_u_r + tau_r_div_tau_p,0.7540894891537785,0.7894064795360577,0.656019278360374,7.512040145527239,0.9436408905821492,0.218081047080501,0.9075375884956016,10.603554533357473,1.0776722703952275,69,68,68,68,98.55072463768116,8.995822483959806,0.8586386203963983,69,0.8288642843309442,0.9609730689734641,68,6.322994068849038,5.607962994163332,5.270914423881416e-12,0.20749263763905348,/Users/hariderarako/Desktop/python/results/methodologie_1/e_from_all_retained_d_models/low/LOW_2_exp_log_rank_4_e_predictions.csv
